habitaciones,baños,parqueaderos,area_construida,area_privada,estrato,precio_m2,Ascensor,Circuito cerrado de TV,Parqueadero Visitantes,Portería / Recepción,Zonas Verdes,Salón Comunal,Balcón,Barra estilo americano,Calentador,Chimenea,Citófono,Cocina Integral,Terraza,Vigilancia,Parques cercanos,Estudio,Patio,Depósito / Bodega,ubicacion,precio
3.0,4.0,3,239,239,6,606903766.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,1450500000.0
3.0,3.0,2,147,147,5,965986395.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,665,1420000000.0
1.0,2.0,1,56,56,6,803571429.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,620,450000000.0
3.0,5.0,4,210,210,6,1023809524.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,426,2150000000.0
2.0,3.0,2,104,97,5,938938462.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,650,976496000.0
3.0,4.0,2,330,330,6,818181818.0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,163,2700000000.0
3.0,3.0,2,104,0,6,701923077.0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,731,730000000.0
4.0,3.0,1,90,90,4,538888889.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,485000000.0
3.0,2.0,1,80,80,4,6225000.0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,448,498000000.0
2.0,3.0,2,118,0,5,525423729.0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,164,620000000.0
3.0,2.0,1,74,74,4,374324324.0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,108,277000000.0
3.0,3.0,2,120,120,5,5500000.0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,412,660000000.0
4.0,5.0,2,176,176,5,846590909.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,177,1490000000.0
2.0,3.0,1,728,6485,4,6250000.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,380,455000000.0
2.0,3.0,2,89,0,6,764044944.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,785,680000000.0
2.0,2.0,1,63,63,3,46031746.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,605,290000000.0
3.0,5.0,3,238,238,6,1008403361.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,246,2400000000.0
3.0,2.0,1,63,63,5,541666667.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,781,341250000.0
3.0,5.0,3,238,238,6,1008403361.0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,246,2400000000.0
5.0,3.0,1,140,140,4,357142857.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,558,500000000.0
3.0,4.0,3,178,164,6,646067416.0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,714,1150000000.0
4.0,6.0,5,328,293,6,2073170732.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,162,6800000000.0
6.0,4.0,2,279,279,4,315412186.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,558,880000000.0
2.0,3.0,1,97,97,4,446391753.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,433000000.0
3.0,2.0,1,76,76,5,506578947.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,781,385000000.0
4.0,3.0,2,108,108,5,519444444.0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,781,561000000.0
3.0,2.0,0,45,0,2,344444444.0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,708,155000000.0
3.0,4.0,2,165,165,6,103030303.0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,345,1700000000.0
3.0,2.0,2,93,93,4,516021505.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,536,479900000.0
4.0,3.0,2,272,193,6,327205882.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,648,890000000.0
3.0,2.0,1,67,0,3,417910448.0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,740,280000000.0
2.0,2.0,1,80,80,4,4362500.0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,125,349000000.0
3.0,3.0,2,127,127,5,472440945.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,346,600000000.0
4.0,2.0,2,160,160,6,6145625.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,156,983300000.0
2.0,2.0,1,80,80,5,5625000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,450000000.0
3.0,3.0,2,114,101,5,675438596.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,20,770000000.0
3.0,3.0,2,109,109,5,45412844.0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,125,495000000.0
1.0,2.0,1,57,55,6,754385965.0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,665,430000000.0
3.0,1.0,0,43,43,2,244186047.0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,733,105000000.0
4.0,3.0,1,90,0,4,477777778.0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,450,430000000.0
2.0,2.0,2,80,75,5,9250000.0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,250,740000000.0
3.0,2.0,1,716,716,4,516759777.0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,447,370000000.0
2.0,2.0,0,36,36,2,291666667.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,63,105000000.0
2.0,2.0,2,73,0,6,801369863.0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,660,585000000.0
2.0,2.0,1,59,55,3,347457627.0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,526,205000000.0
2.0,2.0,1,59,59,5,745762712.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,49,440000000.0
3.0,3.0,2,185,185,6,675675676.0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,235,1250000000.0
3.0,2.0,1,80,80,4,5375000.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,552,430000000.0
3.0,2.0,1,58,54,3,565517241.0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,607,328000000.0
2.0,1.0,0,38,38,2,226315789.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,733,86000000.0
1.0,1.0,1,32,32,4,6406250.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,747,205000000.0
2.0,2.0,1,52,52,4,428846154.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,223000000.0
2.0,3.0,2,100,109,5,5180000.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,554,518000000.0
2.0,1.0,0,42,42,3,380952381.0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,332,160000000.0
3.0,2.0,2,89,89,4,651685393.0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,198,580000000.0
3.0,2.0,1,70,62,4,4000000.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,301,280000000.0
3.0,3.0,2,165,159,6,484848485.0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,160,800000000.0
3.0,3.0,3,120,120,6,608333333.0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,426,730000000.0
3.0,2.0,2,86,86,4,558139535.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,507,480000000.0
3.0,2.0,1,104,104,6,653846154.0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,167,680000000.0
3.0,2.0,1,100,100,3,4150000.0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,8,415000000.0
2.0,2.0,0,53,53,3,424339623.0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,704,224900000.0
1.0,1.0,0,25,25,4,7000000.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,663,175000000.0
3.0,3.0,1,90,79,4,511111111.0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,113,460000000.0
2.0,1.0,1,38,38,4,684210526.0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,147,260000000.0
3.0,3.0,3,116,0,4,413793103.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,198,480000000.0
1.0,1.0,1,40,0,3,7375000.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,151,295000000.0
3.0,3.0,3,120,120,6,608333333.0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,426,730000000.0
3.0,2.0,0,48,0,3,3750000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,180000000.0
2.0,3.0,2,142,142,6,654929577.0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,164,930000000.0
2.0,3.0,1,72,64,4,638888889.0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,365,460000000.0
3.0,3.0,2,140,140,5,607142857.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,554,850000000.0
3.0,3.0,2,145,145,5,593103448.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,448,860000000.0
3.0,2.0,1,92,92,5,483695652.0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,229,445000000.0
3.0,3.0,2,135,135,6,585185185.0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,646,790000000.0
2.0,2.0,1,63,63,3,420634921.0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,215,265000000.0
3.0,2.0,1,67,67,3,537313433.0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,311,360000000.0
4.0,5.0,3,215,210,6,604651163.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,804,1300000000.0
1.0,1.0,1,31,31,6,1451612903.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,162,450000000.0
2.0,1.0,0,47,36,2,314893617.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,438,148000000.0
2.0,1.0,0,45,45,2,256666667.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,239,115500000.0
2.0,2.0,1,77,77,4,487012987.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,375000000.0
1.0,2.0,1,60,0,5,591666667.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,355000000.0
3.0,2.0,2,97,0,5,690721649.0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,629,670000000.0
4.0,2.0,0,98,0,4,357142857.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,350000000.0
2.0,2.0,2,78,0,6,871794872.0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,162,680000000.0
2.0,2.0,1,58,58,4,50862069.0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,301,295000000.0
2.0,1.0,0,48,48,3,302083333.0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,500,145000000.0
3.0,2.0,2,141,141,6,631205674.0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,646,890000000.0
3.0,2.0,2,143,143,6,447552448.0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,350,640000000.0
3.0,2.0,2,98,98,4,5000000.0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,542,490000000.0
3.0,2.0,1,73,73,4,465753425.0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,337,340000000.0
3.0,2.0,0,60,60,3,358333333.0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,301,215000000.0
2.0,4.0,2,114,114,5,552631579.0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,346,630000000.0
3.0,3.0,1,95,95,5,429473684.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,125,408000000.0
2.0,2.0,1,75,75,3,466666667.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,148,350000000.0
3.0,2.0,1,53,53,3,556603774.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,295000000.0
2.0,4.0,2,114,114,5,552631579.0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,346,630000000.0
2.0,2.0,1,34,34,4,1117647059.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,558,380000000.0
1.0,2.0,1,65,65,6,846153846.0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,785,550000000.0
2.0,2.0,1,56,56,3,464285714.0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,38,260000000.0
1.0,1.0,0,24,24,4,675716667.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,169,162172000.0
3.0,5.0,2,173,173,5,664739884.0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,415,1150000000.0
2.0,2.0,0,53,53,2,283962264.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,332,150500000.0
3.0,2.0,1,63,58,3,507936508.0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,452,320000000.0
3.0,2.0,1,82,0,4,469512195.0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,811,385000000.0
3.0,2.0,1,9947,90,5,603196944.0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,670,600000000.0
3.0,2.0,1,64,64,3,4531250.0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,421,290000000.0
3.0,3.0,1,92,92,4,565217391.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,520000000.0
3.0,4.0,3,123,123,6,1504065041.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,620,1850000000.0
2.0,1.0,0,41,41,2,317073171.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,130000000.0
2.0,1.0,0,37,37,3,554054054.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28,205000000.0
4.0,5.0,3,404,370,6,1089108911.0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,245,4400000000.0
3.0,4.0,3,179,162,6,1402184916.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,785,2509911000.0
2.0,2.0,2,72,72,6,722222222.0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,648,520000000.0
3.0,2.0,1,67,67,4,492537313.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,330000000.0
3.0,4.0,2,209,209,6,574162679.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,1200000000.0
3.0,2.0,1,53,0,3,462264151.0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,496,245000000.0
3.0,2.0,1,104,97,5,634615385.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,474,660000000.0
3.0,3.0,2,108,106,5,703703704.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,651,760000000.0
2.0,2.0,1,71,71,4,448239437.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,318250000.0
3.0,2.0,1,53,53,4,566037736.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,301,300000000.0
3.0,2.0,2,105,105,5,1238095238.0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,176,1300000000.0
3.0,4.0,2,157,160,6,987261146.0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,235,1550000000.0
2.0,2.0,2,72,72,6,722222222.0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,646,520000000.0
3.0,2.0,1,74,74,4,47972973.0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,450,355000000.0
3.0,3.0,2,104,96,4,519230769.0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,55,540000000.0
3.0,4.0,2,108,108,4,537037037.0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,727,580000000.0
3.0,1.0,1,101,101,6,50990099.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,515000000.0
3.0,2.0,1,76,65,4,552631579.0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,176,420000000.0
2.0,3.0,2,210,210,6,738095238.0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,162,1550000000.0
1.0,2.0,1,56,56,6,839285714.0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,105,470000000.0
2.0,2.0,1,68,64,4,536764706.0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,311,365000000.0
3.0,2.0,2,130,0,6,753846154.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,434,980000000.0
3.0,2.0,2,8767,80,4,47108475.0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,621,413000000.0
3.0,2.0,1,61,58,4,524590164.0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,125,320000000.0
3.0,3.0,2,143,143,6,524475524.0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,162,750000000.0
1.0,2.0,1,54,54,6,759259259.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,147,410000000.0
1.0,2.0,1,55,55,6,9400000.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,620,517000000.0
4.0,5.0,5,495,495,6,1111111111.0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,587,5500000000.0
3.0,4.0,3,101,101,6,564356436.0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,105,570000000.0
1.0,2.0,2,7981,7981,6,939731863.0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,376,750000000.0
3.0,2.0,2,101,101,4,737623762.0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,125,745000000.0
2.0,2.0,2,82,75,5,896341463.0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,250,735000000.0
3.0,4.0,2,111,111,5,558558559.0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,225,620000000.0
2.0,3.0,2,90,0,6,722222222.0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,105,650000000.0
4.0,3.0,2,140,138,5,585714286.0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,668,820000000.0
3.0,2.0,2,77,0,4,675324675.0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,448,520000000.0
2.0,1.0,0,405,36,3,382716049.0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,572,155000000.0
4.0,5.0,4,239,0,6,815899582.0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,52,1950000000.0
3.0,2.0,1,77,0,4,545454545.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,420000000.0
4.0,2.0,0,79,79,3,291139241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,230000000.0
3.0,2.0,2,128,128,5,9375000.0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,597,1200000000.0
2.0,1.0,0,4509,4075,2,321579064.0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,724,145000000.0
4.0,3.0,3,238,208,4,789915966.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,700,1880000000.0
3.0,3.0,2,107,0,5,757009346.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,49,810000000.0
3.0,1.0,0,52,0,3,298076923.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,58,155000000.0
3.0,3.0,1,93,93,5,849462366.0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,289,790000000.0
3.0,2.0,1,73,687,2,431506849.0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,187,315000000.0
2.0,1.0,0,42,38,3,5000000.0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,309,210000000.0
2.0,2.0,1,64,64,4,6718750.0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,289,430000000.0
3.0,3.0,2,122,122,5,704918033.0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,646,860000000.0
3.0,2.0,1,70,70,4,514285714.0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,487,360000000.0
2.0,2.0,1,56,56,4,657142857.0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,292,368000000.0
2.0,3.0,2,105,105,6,57047619.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,731,599000000.0
2.0,1.0,0,49,0,3,367346939.0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,547,180000000.0
2.0,2.0,1,69,69,5,61884058.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,427000000.0
3.0,4.0,2,2425,2425,6,762886598.0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,434,1850000000.0
3.0,5.0,3,225,225,5,608888889.0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,76,1370000000.0
3.0,3.0,2,107,0,5,757009346.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,49,810000000.0
3.0,1.0,2,80,80,6,8150000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,93,652000000.0
2.0,2.0,1,54,50,3,366666667.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,134,198000000.0
3.0,2.0,0,66,66,3,363636364.0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,750,240000000.0
3.0,2.0,1,73,687,2,431506849.0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,187,315000000.0
4.0,5.0,4,337,337,6,525222552.0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,164,1770000000.0
2.0,1.0,1,49,0,3,591836735.0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,697,290000000.0
5.0,4.0,3,200,200,5,4650000.0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,522,930000000.0
3.0,2.0,1,67,0,4,656716418.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,700,440000000.0
3.0,5.0,2,208,208,5,6250000.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,73,1300000000.0
4.0,4.0,2,116,0,5,551724138.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,686,640000000.0
3.0,3.0,2,150,136,6,766666667.0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,646,1150000000.0
3.0,2.0,0,73,0,4,452054795.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,467,330000000.0
3.0,1.0,0,70,70,3,428571429.0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,232,300000000.0
4.0,3.0,2,122,122,5,5000000.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,346,610000000.0
3.0,2.0,1,78,64,5,293589744.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,118,229000000.0
2.0,3.0,2,112,96,5,705357143.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,522,790000000.0
4.0,4.0,2,130,130,6,5000000.0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,162,650000000.0
3.0,2.0,2,78,78,4,666666667.0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,455,520000000.0
2.0,1.0,0,47,0,3,327659574.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,332,154000000.0
3.0,2.0,0,61,57,2,262295082.0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,193,160000000.0
3.0,2.0,0,53,0,4,373584906.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,33,198000000.0
3.0,2.0,1,59,0,3,423728814.0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,708,250000000.0
3.0,2.0,2,78,78,4,653846154.0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,455,510000000.0
3.0,2.0,1,57,54,4,403508772.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,367,230000000.0
3.0,5.0,3,147,147,5,659863946.0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,198,970000000.0
3.0,2.0,0,49,45,2,334693878.0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,266,164000000.0
3.0,3.0,2,145,145,6,662068966.0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,426,960000000.0
2.0,2.0,1,65,65,6,964615385.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,665,627000000.0
3.0,2.0,1,80,0,5,5500000.0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,229,440000000.0
2.0,1.0,0,4509,4075,2,321579064.0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,724,145000000.0
3.0,3.0,2,140,0,4,7000000.0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,356,980000000.0
2.0,2.0,0,49,49,2,37755102.0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,31,185000000.0
2.0,1.0,0,41,39,3,426829268.0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,71,175000000.0
3.0,3.0,2,133,133,6,481203008.0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,684,640000000.0
2.0,3.0,2,150,150,6,8000000.0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,426,1200000000.0
2.0,4.0,2,114,103,5,552631579.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,346,630000000.0
1.0,2.0,2,66,66,6,856060606.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,160,565000000.0
2.0,2.0,1,130,79,6,376923077.0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,160,490000000.0
