car_model,price,year_model,kms
Renault Duster 2.0 Dynamique 4x4,$61.500.000,2019,63500
Renault Duster Oroch 2.0 Intens,$65.000.000,2019,59000
Renault Duster 1.6 Expression Mecánica,$42.000.000,2016,67000
Renault Duster 2.0 Dynamique 4x4,$40.000.000,2015,332000
Renault Duster Oroch 2.0 Dynamique,$52.000.000,2017,105000
Renault Duster Oroch 2.0 Dynamique,$74.500.000,2021,90000
Renault Duster 2.0 Dynamique 4x2,$57.500.000,2017,83000
Renault Duster 1.3 Intense Mt 4x4,$93.500.000,2023,8500
Renault Duster 1.6 Expression Mecánica,$38.500.000,2013,122000
Renault Duster 1.6 Zen,$80.000.000,2023,6200
Renault Duster 1.6 Intense,$87.000.000,2023,11000
Renault Duster 1.6 Expression Mecánica,$47.000.000,2015,190000
Renault Duster 2.0 Dynamique 4x4,$83.000.000,2020,24500
Renault Duster 1.6 Expression Mecánica,$55.000.000,2017,68600
Renault Duster 1.3 Intense Mt 4x4,$84.400.000,2023,30853
Renault Duster Oroch 2.0 Dynamique,$61.000.000,2017,123000
Renault Duster 2.0 Dynamique 4x4,$48.000.000,2013,120000
Renault Duster 2.0 Dynamique 4x4,$59.000.000,2020,76900
Duster Zen + Cvt 4x2 1.3t Modelo 2022 ,$84.000.000,2022,23569
Renaul Duster,$62.000.000,2018,53000
Renault Duster  Tripadvisor Intens ,$68.000.000,2020,103000
Renault Duster 2.0 Polar Automática,$60.000.000,2019,47300
Renault Duster 2.0 Dynamique 4x2,$45.000.000,2013,103000
Renault Duster 1.3 Intense Mt 4x4 Outsider,$86.500.000,2022,19500
Renault Duster 2.0 Dynamique 4x4,$68.400.000,2020,65000
Renault Duster 1.6 Zen,$84.000.000,2023,10800
Renault Duster 2.0 Dynamique 4x2,$57.000.000,2017,54000
Renault Duster 1.6 Expression Mecánica,$45.000.000,2015,70000
Renault Duster 1.6 Dynamique,$52.500.000,2019,77000
Renault Duster 1.6 Dynamique Mecánica,$60.000.000,2020,58000
Renault Duster 2.0 Dynamique 4x2,$42.000.000,2013,108000
Renault Duster 2.0 Dynamique 4x4,$42.000.000,2014,110000
Renault Duster 2.0 Dynamique 4x2,$46.500.000,2014,76078
Renault Duster 1.6 Expression Mecánica,$42.999.999,2015,62000
Renault Duster 1.3 Intense Mt 4x4,$91.000.000,2023,35700
Renault Duster 2.0 Dynamique 4x4,$49.500.000,2015,1
Renault Duster Oroch 2.0 Expression,$50.000.000,2017,182542
Renault Duster 1.3 Intense Mt 4x4,$87.000.000,2022,96700
Renault Duster 1.6 Intense,$80.000.000,2022,60000
Renault Duster 2.0 4x4 Intense,$58.000.000,2021,72000
Renault Duster 1.6 Expression Mecánica,$39.000.000,2013,140000
Renault Duster 1.6 Zen,$60.000.000,2021,92400
Renault Duster 2.0 Dynamique 4x2,$46.000.000,2016,80225
Renault Duster Oroch 2.0 Dynamique,$59.000.000,2018,96000
Renault Duster 1.6 Expression Automática,$36.500.000,2013,120605
Renault Duster 2.0 Dynamique 4x4,$70.000.000,2020,81000
Renault Duster 1.3 Intense Cvt,$80.000.000,2022,18588
Renault Duster 1.3 Intense Cvt,$85.500.000,2022,16000
Renault Duster 2.0 Dynamique 4x2,$50.000.000,2017,113000
Renault Duster 2.0 Dynamique 4x2,$48.000.000,2016,108000
Renault Duster Duster 4x2,$85.400.000,2024,14500
Renault Duster 2.0 Dynamique 4x4,$50.000.000,2016,155000
Renault Duster 1.6 Zen,$60.000.000,2021,39600
Renault Duster 2.0 Dynamique 4x4,$70.000.000,2020,37000
Renault Duster 1.6 Expression Mecánica,$52.000.000,2017,90000
Renault Duster 1.6 Dynamique,$53.000.000,2017,99672
Renault Duster 2.0 Dynamique 4x4,$61.500.000,2019,51300
Duster Oroch - Dakar Modelo 2018,$55.000.000,2018,117700
Renault Duster 1.3 Intense Mt 4x4,$86.000.000,2022,22300
Renault Duster 2.0 Dynamique 4x4,$63.000.000,2020,103000
Renault Duster 1.3 Intense Cvt,$95.000.000,2023,11155
Renault Duster 2.0 Dynamique 4x2,$41.000.000,2013,90000
Renault Duster 2.0 Dynamique 4x4,$45.000.000,2013,140470
Renault Duster 1.6 Intense Mt,$75.000.000,2022,22300
Renault Duster 1.6 Dynamique,$51.000.000,2017,78000
Renault Duster 2.0 Dynamique 4x2,$51.000.000,2016,145000
Renault Duster Oroch Full Equipo,$85.000.000,2023,29000
Renault Duster 1.3 T Iconic Cvt,$100.000.000,2024,3000
Renault Duster 1.6 Dynamique Mecánica,$72.000.000,2020,67800
Renault Duster 2.0 Dynamique 4x2,$68.000.000,2020,30000
Renault Duster 2.0 Dynamique 4x2,$51.000.000,2016,69400
Renault Duster Oroch 2.0 Dynamique,$62.000.000,2017,85000
Renault Duster 2.0 Dynamique 4x2,$40.000.000,2013,53396
Renault Duster 2.0 Dynamique 4x4,$67.000.000,2019,176576
Renault Duster 2.0 Dynamique 4x2,$43.500.000,2014,93100
Renault Duster 2.0 Dynamique 4x4,$72.000.000,2020,54000
Renault Duster 1.6 Dynamique,$55.000.000,2019,87300
Renault Duster 1.6 Versión Dakar Ii,$52.000.000,2017,110000
Renault Duster 1.6 Expression Mecánica,$44.000.000,2014,160000
Renault Duster 2.0 Dynamique 4x2,$47.000.000,2015,133000
Renault Duster 1.6 Expression Mecánica,$47.000.000,2016,150000
Renault Duster Oroch 2.0 Intens,$70.000.000,2022,27000
Renault Duster Iconic 1.3 turbo aut,$95.000.000,2024,21000
Renault Duster 2.0 Dynamique 4x4,$71.000.000,2021,65000
Renault Duster 2.0 Dynamique 4x2,$60.000.000,2018,57088
Renault Duster 1.3 T Iconic Mt 4X4,$92.000.000,2023,40000
Renault Duster 1.6 Dynamique Mecánica,$60.000.000,2020,61000
Renault Duster 2.0 Dynamique 4x4,$56.000.000,2019,75000
Renault Duster 2.0 Dynamique 4x2,$56.000.000,2018,74000
Renault Duster 2.0 Dynamique 4x2,$48.000.000,2013,105600
Renault Duster 2.0 Dynamique 4x2,$40.000.000,2013,160000
Renault Duster 1.3 T Iconic Mt 4X4,$92.000.000,2024,23000
Renault Duster 2.0 Dynamique 4x2,$57.000.000,2018,83000
Renault Duster 2.0 Dynamique 4x2,$54.900.000,2017,56000
Renault Duster 2.0 Dynamique 4x4,$47.000.000,2014,75000
Renault Duster 1.3 Intense Cvt,$89.000.000,2023,17000
Renault Duster 1.6 Zen,$59.900.000,2021,84700
Renault Duster 1.6 Expression Mecánica,$62.500.000,2020,41100
Renault Duster 1.6 Expression Mecánica,$49.500.000,2017,140000
Renault Duster 1.6 Expression Mecánica,$42.000.000,2016,145000
Renault Duster Renault Duster 2024,$90.000.000,2024,10000
Renault Duster 1.6 Expression,$63.000.000,2021,91000
Renault Duster 1.6 zen Mecanica,$53.500.000,2020,128000
Renault Duster 1.3 Intense Cvt,$78.500.000,2022,26500
